survey_id,employee_id,survey_date,q_work_life_balance,q_manager_support,q_growth_opportunity,q_recognition,comment_text
12890,948,2021-02-15,1,4,2,2,Here first staff support own medical become deal growth age.
12891,949,2021-11-20,3,5,1,1,Reason window actually case hospital community benefit necessary possible safe fear end call music trade suggest.
12892,949,2023-04-03,2,3,1,4,Over few cultural understand discussion coach right indicate those magazine head away fear newspaper.
12893,950,2021-12-19,2,2,3,1,Receive drive rule protect thousand each note commercial outside end agency.
12894,951,2022-12-26,3,3,3,3,Impact state collection instead for dream source church sit notice.
12895,952,2023-11-20,2,5,2,1,Democrat new full nor movie several mention upon music big well total tough discover.
12896,952,2021-06-02,2,3,5,2,Heart onto prove small above building art expect air serious free back finally.
12897,953,2022-09-06,4,4,3,1,Old his close wrong budget manager capital group others.
12898,953,2021-10-01,5,4,5,4,Address education business knowledge let pay staff investment subject south child.
12899,953,2021-02-26,1,3,2,3,House bit well raise church suggest land manager go however movie sea.
12900,954,2023-04-11,4,3,5,2,Effect mouth commercial response network unit southern likely garden own.
12901,954,2023-12-16,5,5,5,5,Common meet husband box vote full student.
12902,954,2023-03-25,2,3,3,3,Admit order paper stop gas worker prevent skin brother doctor partner concern.
12903,954,2022-11-11,1,4,3,4,As argue tell economy everybody light husband sister example when open his young increase save.
12904,955,2021-02-10,4,1,5,1,Make home field take father seek PM majority owner.
12905,955,2022-04-04,3,3,1,4,Operation rest also down group painting parent ball hundred project.
12906,955,2022-02-27,5,1,1,3,Around woman speak address picture record local my news sport turn.
12907,955,2022-09-28,4,5,1,1,Close benefit boy gun century president truth product mouth shoulder tough either must collection cup.
12908,956,2022-11-14,1,3,3,5,Even watch road increase test show responsibility medical building authority.
12909,957,2021-06-13,4,5,1,5,Military into several recognize as social nothing anyone miss hundred I be attorney.
12910,958,2021-08-22,2,1,5,5,Able section Republican idea outside herself administration activity despite provide difference song less represent coach.
12911,958,2022-01-28,4,4,3,2,Box week yet national marriage own wear those against where strategy field argue travel.
12912,958,2023-11-17,3,4,4,5,Upon serve far need follow compare firm shake get debate perform.
12913,958,2021-08-27,5,2,2,1,Member single population contain will myself style major trade scientist reveal billion may.
12914,959,2021-01-05,4,4,1,3,Always place national share let country instead rather benefit source government doctor.
12915,959,2021-12-11,5,1,5,1,Effect maintain foot various clearly quite yourself.
12916,959,2022-10-26,5,1,4,5,End debate seven own argue claim recent everything.
12917,959,2023-07-11,2,5,5,4,Again special determine author debate open born push stuff child here center evidence fear discuss performance.
12918,960,2022-09-26,5,1,1,1,Positive their leg third how speak poor fine senior now.
12919,960,2023-07-19,1,5,2,1,Fact cover concern behavior light wear moment degree reveal world care dinner care century.
12920,960,2023-08-29,5,3,5,4,People economic state ball couple industry he adult owner effect accept.
12921,961,2021-05-06,2,1,5,1,Edge floor policy vote tell miss statement rest behavior.
12922,961,2023-02-20,4,3,2,2,Moment than option small open southern practice kind.
12923,961,2021-12-23,2,5,5,1,Oil get agency mind good mind note put leader reason hope news.
12924,961,2023-11-05,5,4,5,4,Pull service wrong suggest accept process apply town recently.
12925,962,2023-07-23,1,5,4,3,Kitchen value bed that star doctor vote entire behavior.
12926,962,2023-08-03,5,5,4,4,Attack nothing parent writer goal same company challenge base worry nice fund.
12927,962,2022-09-12,2,3,1,3,In for so safe help sort collection bring still today soldier.
12928,962,2022-05-25,5,5,1,3,Our probably idea bank red speech food what night.
12929,963,2022-09-20,2,1,5,2,Friend television number through participant late spring beautiful decade high.
12930,964,2021-11-17,3,5,5,2,Degree outside music us safe window ten well body wide assume dinner.
12931,964,2021-07-04,3,1,3,4,Teach start create form mind institution could black.
12932,965,2022-10-17,1,3,5,5,Within wonder near us half business argue month hand on where concern about participant member huge.
12933,965,2022-10-02,5,2,2,4,Eight add oil raise catch exactly hundred research data although.
12934,965,2023-12-05,3,5,3,1,Fear be every allow check consumer natural us need.
12935,965,2021-07-01,3,3,1,5,Too art draw miss successful other big determine nice.
12936,965,2022-03-31,2,4,3,3,Town case than road other soldier coach official marriage along.
12937,965,2021-09-16,1,3,5,1,Owner cut operation everybody know scientist author run Republican fear accept hear.
12938,966,2023-01-13,3,2,2,4,Me drive heart quality plan behavior evidence then summer present ask see he may trial.
12939,966,2022-09-29,4,5,4,2,Among cut radio movie color mouth ask movie exactly house base deep.
12940,966,2023-03-31,4,2,1,2,Pm help become happen either how send new land sit history range.
12941,966,2021-01-05,4,5,5,2,Kind street bit key low plant medical.
12942,967,2021-02-08,5,5,2,4,Grow art president many response about generation none believe soon.
12943,967,2021-09-13,1,4,4,1,Save than offer box either human feeling exactly sit relate.
12944,967,2023-03-24,2,2,4,1,Commercial say sister result adult be data.
12945,968,2021-06-01,2,2,1,1,Wear seven require language positive behavior more experience visit away ball close sense claim data.
12946,968,2023-04-09,2,1,5,4,Hotel account employee road though significant character face election cell.
12947,968,2021-01-07,4,2,3,1,Start prevent necessary serve difference air red measure culture forward son actually.
12948,969,2022-05-01,3,4,4,1,Among might senior street continue song control message grow reason space four record.
12949,969,2022-01-15,2,1,1,3,Next here debate ten situation when performance child kid phone six simple.
12950,970,2022-07-19,2,1,1,5,They yard fear fall create marriage over spring ago whom where.
12951,970,2021-03-29,1,5,5,4,Interview lead loss type record suffer whom account.
12952,970,2022-05-23,1,1,2,2,Apply point bill however section itself meeting power create group her song call six.
12953,970,2021-02-14,3,4,4,1,Entire suddenly so young affect coach able.
12954,971,2022-08-03,1,2,2,3,Which interview doctor we one another north health debate.
12955,971,2021-12-01,5,3,4,1,Agency support least message level deal everybody TV how describe else issue direction according subject.
12956,971,2023-11-06,2,3,3,2,North our support product be air interview activity question enjoy he do.
12957,972,2023-02-20,4,5,4,5,Difference this common long skin century what free eat available.
12958,972,2023-03-29,4,5,2,5,President live city author special trial idea serve sometimes half less if a.
12959,972,2022-03-30,4,3,4,2,Walk imagine ground activity speech black physical three institution sister candidate play receive.
12960,972,2023-09-28,1,2,3,2,About alone human along too Congress this.
12961,973,2021-02-19,5,3,4,4,Wall hospital staff recently of environmental free fight field follow customer.
12962,973,2022-05-19,4,4,4,1,Threat state section consumer strong matter off citizen common push process to seek.
12963,973,2022-11-15,1,5,4,1,Save just task exist once pick pattern degree hear reveal firm unit state through group.
12964,973,2023-08-19,4,1,3,2,Put drop hit yet evening spring education easy high price campaign keep success on.
12965,974,2023-06-12,2,3,3,2,Save kid I affect wife sound interest claim probably effort.
12966,974,2022-07-22,4,4,5,4,Real finish leg everyone director argue feel himself science.
12967,974,2023-09-13,4,3,1,3,Cover them now civil mention within very professional.
12968,974,2022-01-25,4,1,3,3,Energy they despite poor stand language one safe stuff coach although she.
12969,974,2023-11-02,1,3,1,3,Learn pull goal stand plan energy help.
12970,974,2022-04-06,3,1,3,3,Add similar shake clearly ten sit state behavior born peace little share kitchen similar.
12971,974,2023-11-27,5,2,2,2,Although cover seem continue certainly page cell with east stay become oil hit safe today your.
12972,975,2021-04-10,2,5,2,4,Officer word exactly hit herself last close citizen color game response power.
12973,975,2022-07-21,5,3,1,1,Check together two usually explain check so site foreign decade when season include.
12974,976,2021-01-16,5,2,4,1,Mouth few may entire husband art pay.
12975,976,2023-08-31,2,1,1,4,Throughout four simply performance indeed first interesting current these.
12976,976,2023-10-28,4,5,1,2,Issue mention degree week seven well report more.
12977,977,2023-04-17,5,3,1,2,Effort rather anyone the onto sport set Mr include.
12978,977,2022-09-25,5,4,4,4,Forward measure message include career better her identify ball already hear according arm term.
12979,977,2022-09-24,1,3,1,1,Nature start police apply phone last ok audience executive box season listen.
12980,977,2022-01-28,1,1,3,1,College home party account good top watch station this smile foreign compare development management shake purpose.
12981,977,2023-11-03,1,4,5,3,Throw something nothing wide memory value eight task police economy.
12982,977,2021-10-21,1,1,3,1,Tell already particular source network want training those available federal.
12983,977,2022-08-28,3,3,3,2,Stand nor indeed cup explain tonight choose billion small much.
12984,977,2023-07-27,4,4,4,4,Economic price once into hotel should happen him your strong.
12985,978,2022-09-11,2,5,3,2,This suggest wind security than carry arrive owner study place.
12986,978,2021-01-28,3,3,4,1,Local state total song notice return send animal billion east movement third student office.
12987,978,2023-07-25,1,4,4,3,Build shoulder word know back talk grow live tree.
12988,979,2021-02-27,2,1,1,2,Where general paper hot consumer amount step policy project.
12989,979,2023-05-24,2,1,3,2,Democratic type ability movement along brother author.
12990,979,2021-09-30,3,2,3,5,Mention star claim establish would society improve measure on cold outside fast end guess throw Mr.
